,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name
5903,5904,US-2018-153948,2018-06-10T10:00:00Z,2018-06-10T10:00:00Z,Same Day,FM-14290,Frank Merwin
5904,5905,US-2018-153948,2018-06-10T10:00:00Z,2018-06-10T10:00:00Z,Same Day,FM-14290,Frank Merwin
5905,5906,US-2018-153948,2018-06-10T10:00:00Z,2018-06-10T10:00:00Z,Same Day,FM-14290,Frank Merwin
5906,5907,US-2018-153948,2018-06-10T10:00:00Z,2018-06-10T10:00:00Z,Same Day,FM-14290,Frank Merwin
5907,5908,US-2017-113985,2017-02-11T10:00:00Z,2017-07-11T10:00:00Z,Standard Class,KD-16495,Keith Dawkins
5908,5909,US-2017-113985,2017-02-11T10:00:00Z,2017-07-11T10:00:00Z,Standard Class,KD-16495,Keith Dawkins
5909,5910,US-2017-113985,2017-02-11T10:00:00Z,2017-07-11T10:00:00Z,Standard Class,KD-16495,Keith Dawkins
5910,5911,US-2017-113985,2017-02-11T10:00:00Z,2017-07-11T10:00:00Z,Standard Class,KD-16495,Keith Dawkins
5911,5912,CA-2017-155383,1900-01-15T16:54:00Z,1900-01-20T16:54:00Z,Standard Class,SC-20680,Steve Carroll
5912,5913,CA-2015-120432,1900-01-22T16:54:00Z,1900-01-24T16:54:00Z,Second Class,DW-13585,Dorothy Wardle
5913,5914,US-2016-126977,1900-01-15T16:54:00Z,1900-01-21T16:54:00Z,Standard Class,PF-19120,Peter Fuller
5914,5915,US-2016-126977,1900-01-15T16:54:00Z,1900-01-21T16:54:00Z,Standard Class,PF-19120,Peter Fuller
5915,5916,US-2016-126977,1900-01-15T16:54:00Z,1900-01-21T16:54:00Z,Standard Class,PF-19120,Peter Fuller
5916,5917,US-2016-126977,1900-01-15T16:54:00Z,1900-01-21T16:54:00Z,Standard Class,PF-19120,Peter Fuller
5917,5918,US-2016-126977,1900-01-15T16:54:00Z,1900-01-21T16:54:00Z,Standard Class,PF-19120,Peter Fuller
5918,5919,US-2016-126977,1900-01-15T16:54:00Z,1900-01-21T16:54:00Z,Standard Class,PF-19120,Peter Fuller
5919,5920,US-2016-126977,1900-01-15T16:54:00Z,1900-01-21T16:54:00Z,Standard Class,PF-19120,Peter Fuller
5920,5921,US-2016-126977,1900-01-15T16:54:00Z,1900-01-21T16:54:00Z,Standard Class,PF-19120,Peter Fuller
5921,5922,US-2016-126977,1900-01-15T16:54:00Z,1900-01-21T16:54:00Z,Standard Class,PF-19120,Peter Fuller
5922,5923,US-2016-126977,1900-01-15T16:54:00Z,1900-01-21T16:54:00Z,Standard Class,PF-19120,Peter Fuller
5923,5924,CA-2017-130288,1900-01-24T16:54:00Z,1900-01-28T16:54:00Z,Second Class,DK-13225,Dean Katz
5924,5925,CA-2018-146458,1900-01-17T16:54:00Z,1900-01-20T16:54:00Z,Second Class,RB-19435,Richard Bierner
5925,5926,CA-2018-150420,2018-03-05T10:00:00Z,2018-08-05T10:00:00Z,Standard Class,GD-14590,Giulietta Dortch
5926,5927,US-2015-118997,2015-08-03T10:00:00Z,2015-12-03T10:00:00Z,Standard Class,RA-19885,Ruben Ausman
5927,5928,CA-2015-114314,2015-11-09T10:00:00Z,1900-01-13T16:54:00Z,Standard Class,DB-13555,Dorothy Badders
5928,5929,CA-2015-114314,2015-11-09T10:00:00Z,1900-01-13T16:54:00Z,Standard Class,DB-13555,Dorothy Badders
5929,5930,US-2018-169551,2018-07-06T10:00:00Z,2018-09-06T10:00:00Z,First Class,RL-19615,Rob Lucas
5930,5931,US-2018-169551,2018-07-06T10:00:00Z,2018-09-06T10:00:00Z,First Class,RL-19615,Rob Lucas
5931,5932,US-2018-169551,2018-07-06T10:00:00Z,2018-09-06T10:00:00Z,First Class,RL-19615,Rob Lucas
5932,5933,US-2018-169551,2018-07-06T10:00:00Z,2018-09-06T10:00:00Z,First Class,RL-19615,Rob Lucas
5933,5934,US-2018-169551,2018-07-06T10:00:00Z,2018-09-06T10:00:00Z,First Class,RL-19615,Rob Lucas
5934,5935,US-2018-169551,2018-07-06T10:00:00Z,2018-09-06T10:00:00Z,First Class,RL-19615,Rob Lucas
5935,5936,CA-2017-103107,2017-04-06T10:00:00Z,2017-04-06T10:00:00Z,Same Day,RB-19465,Rick Bensley
5936,5937,CA-2017-103107,2017-04-06T10:00:00Z,2017-04-06T10:00:00Z,Same Day,RB-19465,Rick Bensley
5937,5938,CA-2017-103107,2017-04-06T10:00:00Z,2017-04-06T10:00:00Z,Same Day,RB-19465,Rick Bensley
5938,5939,CA-2018-122077,1900-01-17T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,JF-15295,Jason Fortune-
5939,5940,CA-2018-122077,1900-01-17T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,JF-15295,Jason Fortune-
5940,5941,CA-2018-112431,2018-12-09T10:00:00Z,1900-01-12T16:54:00Z,Second Class,RW-19690,Robert Waldorf
5941,5942,CA-2018-112431,2018-12-09T10:00:00Z,1900-01-12T16:54:00Z,Second Class,RW-19690,Robert Waldorf
5942,5943,CA-2017-151092,2017-06-07T10:00:00Z,1900-01-11T16:54:00Z,Standard Class,VG-21790,Vivek Gonzalez
5943,5944,CA-2015-104178,1900-01-23T16:54:00Z,1900-01-27T16:54:00Z,Standard Class,JM-15265,Janet Molinari
5944,5945,CA-2015-104178,1900-01-23T16:54:00Z,1900-01-27T16:54:00Z,Standard Class,JM-15265,Janet Molinari
5945,5946,CA-2015-104178,1900-01-23T16:54:00Z,1900-01-27T16:54:00Z,Standard Class,JM-15265,Janet Molinari
5946,5947,CA-2015-104178,1900-01-23T16:54:00Z,1900-01-27T16:54:00Z,Standard Class,JM-15265,Janet Molinari
5947,5948,CA-2016-115924,1900-01-12T16:54:00Z,1900-01-16T16:54:00Z,Second Class,BE-11455,Brad Eason
5948,5949,CA-2018-161046,2018-05-02T10:00:00Z,2018-05-02T10:00:00Z,Same Day,CB-12535,Claudia Bergmann
5949,5950,CA-2018-161046,2018-05-02T10:00:00Z,2018-05-02T10:00:00Z,Same Day,CB-12535,Claudia Bergmann
5950,5951,CA-2018-161046,2018-05-02T10:00:00Z,2018-05-02T10:00:00Z,Same Day,CB-12535,Claudia Bergmann
5951,5952,CA-2018-161046,2018-05-02T10:00:00Z,2018-05-02T10:00:00Z,Same Day,CB-12535,Claudia Bergmann
5952,5953,US-2018-141698,1900-01-13T16:54:00Z,1900-01-19T16:54:00Z,Standard Class,SD-20485,Shirley Daniels
5953,5954,US-2015-105151,1900-01-28T16:54:00Z,1900-01-29T16:54:00Z,First Class,SG-20890,Susan Gilcrest
5954,5955,CA-2015-155796,2015-11-10T10:00:00Z,1900-01-13T16:54:00Z,Second Class,TS-21430,Tom Stivers
5955,5956,CA-2015-155796,2015-11-10T10:00:00Z,1900-01-13T16:54:00Z,Second Class,TS-21430,Tom Stivers
5956,5957,CA-2017-127138,2017-12-02T10:00:00Z,1900-01-13T16:54:00Z,Second Class,DK-13225,Dean Katz
5957,5958,CA-2017-127138,2017-12-02T10:00:00Z,1900-01-13T16:54:00Z,Second Class,DK-13225,Dean Katz
5958,5959,CA-2017-127138,2017-12-02T10:00:00Z,1900-01-13T16:54:00Z,Second Class,DK-13225,Dean Katz
5959,5960,CA-2017-127138,2017-12-02T10:00:00Z,1900-01-13T16:54:00Z,Second Class,DK-13225,Dean Katz
5960,5961,CA-2018-150602,2018-09-01T10:00:00Z,1900-01-12T16:54:00Z,Second Class,ML-17395,Marina Lichtenstein
5961,5962,CA-2015-140732,2015-11-10T10:00:00Z,1900-01-11T16:54:00Z,Second Class,MA-17560,Matt Abelman
5962,5963,CA-2015-140732,2015-11-10T10:00:00Z,1900-01-11T16:54:00Z,Second Class,MA-17560,Matt Abelman
5963,5964,CA-2015-140732,2015-11-10T10:00:00Z,1900-01-11T16:54:00Z,Second Class,MA-17560,Matt Abelman
5964,5965,CA-2018-119011,1900-01-18T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,LR-17035,Lisa Ryan
5965,5966,CA-2018-119011,1900-01-18T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,LR-17035,Lisa Ryan
5966,5967,CA-2018-119011,1900-01-18T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,LR-17035,Lisa Ryan
5967,5968,CA-2017-166912,1900-01-13T16:54:00Z,1900-01-15T16:54:00Z,First Class,BE-11335,Bill Eplett
5968,5969,CA-2015-141726,1900-01-18T16:54:00Z,1900-01-20T16:54:00Z,First Class,CC-12145,Charles Crestani
5969,5970,CA-2015-141726,1900-01-18T16:54:00Z,1900-01-20T16:54:00Z,First Class,CC-12145,Charles Crestani
5970,5971,CA-2015-141726,1900-01-18T16:54:00Z,1900-01-20T16:54:00Z,First Class,CC-12145,Charles Crestani
5971,5972,CA-2015-141726,1900-01-18T16:54:00Z,1900-01-20T16:54:00Z,First Class,CC-12145,Charles Crestani
5972,5973,CA-2018-115105,2018-06-01T10:00:00Z,2018-11-01T10:00:00Z,Standard Class,BD-11770,Bryan Davis
5973,5974,CA-2016-143980,1900-01-23T16:54:00Z,1900-01-27T16:54:00Z,Standard Class,JK-15640,Jim Kriz
5974,5975,CA-2017-135636,2017-08-09T10:00:00Z,1900-01-11T16:54:00Z,Standard Class,DB-13615,Doug Bickford
5975,5976,CA-2018-102155,1900-01-11T16:54:00Z,1900-01-15T16:54:00Z,Standard Class,RR-19525,Rick Reed
5976,5977,CA-2018-102155,1900-01-11T16:54:00Z,1900-01-15T16:54:00Z,Standard Class,RR-19525,Rick Reed
5977,5978,CA-2018-116953,1900-01-22T16:54:00Z,1900-01-23T16:54:00Z,First Class,SV-20935,Susan Vittorini
5978,5979,CA-2015-117765,2015-07-08T10:00:00Z,1900-01-11T16:54:00Z,Standard Class,RB-19465,Rick Bensley
5979,5980,CA-2015-117765,2015-07-08T10:00:00Z,1900-01-11T16:54:00Z,Standard Class,RB-19465,Rick Bensley
5980,5981,CA-2015-117765,2015-07-08T10:00:00Z,1900-01-11T16:54:00Z,Standard Class,RB-19465,Rick Bensley
5981,5982,CA-2015-117765,2015-07-08T10:00:00Z,1900-01-11T16:54:00Z,Standard Class,RB-19465,Rick Bensley
5982,5983,CA-2017-114895,1900-01-19T16:54:00Z,1900-01-26T16:54:00Z,Standard Class,MV-18190,Mike Vittorini
5983,5984,CA-2018-112984,1900-01-14T16:54:00Z,1900-01-16T16:54:00Z,Second Class,EH-14185,Evan Henry
5984,5985,CA-2017-163776,1900-01-17T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,JS-16030,Joy Smith
5985,5986,CA-2017-163776,1900-01-17T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,JS-16030,Joy Smith
5986,5987,CA-2017-163776,1900-01-17T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,JS-16030,Joy Smith
5987,5988,CA-2017-163776,1900-01-17T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,JS-16030,Joy Smith
5988,5989,CA-2017-163776,1900-01-17T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,JS-16030,Joy Smith
5989,5990,CA-2017-163776,1900-01-17T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,JS-16030,Joy Smith
5990,5991,US-2018-163300,1900-01-13T16:54:00Z,1900-01-19T16:54:00Z,Standard Class,ES-14020,Erica Smith
5991,5992,US-2018-163300,1900-01-13T16:54:00Z,1900-01-19T16:54:00Z,Standard Class,ES-14020,Erica Smith
5992,5993,US-2018-163300,1900-01-13T16:54:00Z,1900-01-19T16:54:00Z,Standard Class,ES-14020,Erica Smith
5993,5994,CA-2017-162187,2017-11-11T10:00:00Z,2017-11-11T10:00:00Z,Same Day,NS-18640,Noel Staavos
5994,5995,CA-2017-162187,2017-11-11T10:00:00Z,2017-11-11T10:00:00Z,Same Day,NS-18640,Noel Staavos
5995,5996,CA-2017-162187,2017-11-11T10:00:00Z,2017-11-11T10:00:00Z,Same Day,NS-18640,Noel Staavos
5996,5997,CA-2017-162187,2017-11-11T10:00:00Z,2017-11-11T10:00:00Z,Same Day,NS-18640,Noel Staavos
5997,5998,CA-2017-162187,2017-11-11T10:00:00Z,2017-11-11T10:00:00Z,Same Day,NS-18640,Noel Staavos
5998,5999,US-2015-112991,2015-10-11T10:00:00Z,1900-01-12T16:54:00Z,Standard Class,SH-19975,Sally Hughsby
5999,6000,US-2015-112991,2015-10-11T10:00:00Z,1900-01-12T16:54:00Z,Standard Class,SH-19975,Sally Hughsby
6000,6001,US-2015-112991,2015-10-11T10:00:00Z,1900-01-12T16:54:00Z,Standard Class,SH-19975,Sally Hughsby
6001,6002,CA-2015-124079,1900-01-11T16:54:00Z,1900-01-15T16:54:00Z,Standard Class,RF-19345,Randy Ferguson
6002,6003,CA-2015-124079,1900-01-11T16:54:00Z,1900-01-15T16:54:00Z,Standard Class,RF-19345,Randy Ferguson
6003,6004,US-2018-146878,1900-01-19T16:54:00Z,1900-01-25T16:54:00Z,Standard Class,DL-12865,Dan Lawera
6004,6005,CA-2018-107244,2018-07-08T10:00:00Z,2018-11-08T10:00:00Z,Standard Class,AG-10390,Allen Goldenen
6005,6006,CA-2016-100657,2016-02-10T10:00:00Z,2016-07-10T10:00:00Z,Standard Class,SW-20245,Scot Wooten
6006,6007,CA-2018-129581,2018-11-11T10:00:00Z,1900-01-16T16:54:00Z,Standard Class,KN-16390,Katherine Nockton
6007,6008,CA-2018-129028,2018-01-03T10:00:00Z,2018-03-03T10:00:00Z,First Class,GB-14530,George Bell
6008,6009,CA-2016-135580,1900-01-28T16:54:00Z,2017-02-28T10:00:00Z,Standard Class,CL-12565,Clay Ludtke
6009,6010,CA-2016-135580,1900-01-28T16:54:00Z,2017-02-28T10:00:00Z,Standard Class,CL-12565,Clay Ludtke
6010,6011,CA-2016-135580,1900-01-28T16:54:00Z,2017-02-28T10:00:00Z,Standard Class,CL-12565,Clay Ludtke
6011,6012,CA-2016-135580,1900-01-28T16:54:00Z,2017-02-28T10:00:00Z,Standard Class,CL-12565,Clay Ludtke
6012,6013,CA-2016-135580,1900-01-28T16:54:00Z,2017-02-28T10:00:00Z,Standard Class,CL-12565,Clay Ludtke
6013,6014,CA-2017-159016,2017-10-02T10:00:00Z,2017-11-02T10:00:00Z,First Class,KF-16285,Karen Ferguson
6014,6015,CA-2017-159016,2017-10-02T10:00:00Z,2017-11-02T10:00:00Z,First Class,KF-16285,Karen Ferguson
6015,6016,CA-2015-102652,2015-06-03T10:00:00Z,2015-12-03T10:00:00Z,Standard Class,AY-10555,Andy Yotov
6016,6017,CA-2015-102652,2015-06-03T10:00:00Z,2015-12-03T10:00:00Z,Standard Class,AY-10555,Andy Yotov
6017,6018,CA-2015-102652,2015-06-03T10:00:00Z,2015-12-03T10:00:00Z,Standard Class,AY-10555,Andy Yotov
6018,6019,CA-2015-102652,2015-06-03T10:00:00Z,2015-12-03T10:00:00Z,Standard Class,AY-10555,Andy Yotov
6019,6020,CA-2015-152422,2015-05-09T10:00:00Z,2015-10-09T10:00:00Z,Second Class,BD-11635,Brian Derr
6020,6021,US-2017-156692,1900-01-11T16:54:00Z,1900-01-11T16:54:00Z,Same Day,HG-15025,Hunter Glantz
6021,6022,US-2017-156692,1900-01-11T16:54:00Z,1900-01-11T16:54:00Z,Same Day,HG-15025,Hunter Glantz
6022,6023,CA-2015-130869,1900-01-15T16:54:00Z,1900-01-19T16:54:00Z,Standard Class,CB-12025,Cassandra Brandow
6023,6024,US-2018-128832,1900-01-22T16:54:00Z,1900-01-25T16:54:00Z,First Class,LS-16945,Linda Southworth
6024,6025,CA-2018-139717,1900-01-22T16:54:00Z,1900-01-24T16:54:00Z,Second Class,DM-13015,Darrin Martin
6025,6026,CA-2018-139717,1900-01-22T16:54:00Z,1900-01-24T16:54:00Z,Second Class,DM-13015,Darrin Martin
6026,6027,CA-2018-136007,1900-01-21T16:54:00Z,2018-02-02T10:00:00Z,Standard Class,AC-10615,Ann Chong
6027,6028,CA-2018-136007,1900-01-21T16:54:00Z,2018-02-02T10:00:00Z,Standard Class,AC-10615,Ann Chong
6028,6029,CA-2017-157364,1900-01-17T16:54:00Z,1900-01-19T16:54:00Z,First Class,LT-17110,Liz Thompson
6029,6030,US-2017-112970,1900-01-12T16:54:00Z,1900-01-13T16:54:00Z,First Class,TB-21250,Tim Brockman
6030,6031,US-2018-152492,2018-06-06T10:00:00Z,2018-06-06T10:00:00Z,Same Day,AH-10585,Angele Hood
6031,6032,CA-2017-101168,1900-01-23T16:54:00Z,2017-12-31T10:00:00Z,Standard Class,SS-20140,Saphhira Shifley
6032,6033,CA-2018-104010,1900-01-21T16:54:00Z,1900-01-23T16:54:00Z,First Class,TD-20995,Tamara Dahlen
6033,6034,CA-2016-130253,1900-01-12T16:54:00Z,1900-01-16T16:54:00Z,Standard Class,PP-18955,Paul Prost
6034,6035,US-2016-155369,1900-01-17T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,PG-18820,Patrick Gardner
6035,6036,US-2016-155369,1900-01-17T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,PG-18820,Patrick Gardner
6036,6037,CA-2017-131205,2017-04-08T10:00:00Z,2017-08-08T10:00:00Z,Standard Class,AA-10645,Anna Andreadi
6037,6038,CA-2017-131205,2017-04-08T10:00:00Z,2017-08-08T10:00:00Z,Standard Class,AA-10645,Anna Andreadi
6038,6039,CA-2017-131205,2017-04-08T10:00:00Z,2017-08-08T10:00:00Z,Standard Class,AA-10645,Anna Andreadi
6039,6040,CA-2017-131205,2017-04-08T10:00:00Z,2017-08-08T10:00:00Z,Standard Class,AA-10645,Anna Andreadi
6040,6041,CA-2018-122364,1900-01-22T16:54:00Z,1900-01-27T16:54:00Z,Standard Class,FA-14230,Frank Atkinson
6041,6042,CA-2018-122364,1900-01-22T16:54:00Z,1900-01-27T16:54:00Z,Standard Class,FA-14230,Frank Atkinson
6042,6043,CA-2017-117912,2017-04-01T10:00:00Z,2017-08-01T10:00:00Z,Standard Class,TB-21520,Tracy Blumstein
6043,6044,CA-2018-145702,1900-01-17T16:54:00Z,1900-01-22T16:54:00Z,Second Class,AH-10075,Adam Hart
6044,6045,CA-2018-145702,1900-01-17T16:54:00Z,1900-01-22T16:54:00Z,Second Class,AH-10075,Adam Hart
6045,6046,CA-2016-113215,2016-03-08T10:00:00Z,2016-08-08T10:00:00Z,Standard Class,CP-12085,Cathy Prescott
6046,6047,CA-2017-154662,2017-09-05T10:00:00Z,1900-01-14T16:54:00Z,Standard Class,BF-11215,Benjamin Farhat
6047,6048,CA-2016-105571,2016-07-10T10:00:00Z,2016-11-10T10:00:00Z,Standard Class,CP-12340,Christine Phan
6048,6049,CA-2016-105571,2016-07-10T10:00:00Z,2016-11-10T10:00:00Z,Standard Class,CP-12340,Christine Phan
6049,6050,CA-2017-152765,1900-01-13T16:54:00Z,1900-01-16T16:54:00Z,First Class,LS-17245,Lynn Smith
6050,6051,CA-2016-153878,1900-01-23T16:54:00Z,1900-01-28T16:54:00Z,Standard Class,TS-21655,Trudy Schmidt
6051,6052,CA-2016-153878,1900-01-23T16:54:00Z,1900-01-28T16:54:00Z,Standard Class,TS-21655,Trudy Schmidt
6052,6053,CA-2017-124016,1900-01-21T16:54:00Z,1900-01-24T16:54:00Z,Second Class,JS-15940,Joni Sundaresam
6053,6054,CA-2017-124016,1900-01-21T16:54:00Z,1900-01-24T16:54:00Z,Second Class,JS-15940,Joni Sundaresam
6054,6055,CA-2017-124016,1900-01-21T16:54:00Z,1900-01-24T16:54:00Z,Second Class,JS-15940,Joni Sundaresam
6055,6056,CA-2017-113551,1900-01-16T16:54:00Z,1900-01-18T16:54:00Z,First Class,NF-18385,Natalie Fritzler
6056,6057,CA-2017-113551,1900-01-16T16:54:00Z,1900-01-18T16:54:00Z,First Class,NF-18385,Natalie Fritzler
6057,6058,CA-2015-107524,2015-02-02T10:00:00Z,2015-08-02T10:00:00Z,Standard Class,KN-16705,Kristina Nunn
6058,6059,CA-2015-107524,2015-02-02T10:00:00Z,2015-08-02T10:00:00Z,Standard Class,KN-16705,Kristina Nunn
6059,6060,CA-2015-138072,1900-01-28T16:54:00Z,2016-02-29T10:00:00Z,Standard Class,GA-14725,Guy Armstrong
6060,6061,CA-2016-134201,2016-10-03T10:00:00Z,1900-01-14T16:54:00Z,Standard Class,EH-14125,Eugene Hildebrand
6061,6062,CA-2016-134201,2016-10-03T10:00:00Z,1900-01-14T16:54:00Z,Standard Class,EH-14125,Eugene Hildebrand
6062,6063,CA-2016-111780,1900-01-23T16:54:00Z,1900-01-28T16:54:00Z,Second Class,RA-19285,Ralph Arnett
6063,6064,CA-2016-111780,1900-01-23T16:54:00Z,1900-01-28T16:54:00Z,Second Class,RA-19285,Ralph Arnett
6064,6065,CA-2016-111780,1900-01-23T16:54:00Z,1900-01-28T16:54:00Z,Second Class,RA-19285,Ralph Arnett
6065,6066,CA-2016-119942,2016-05-03T10:00:00Z,2016-07-03T10:00:00Z,First Class,TT-21070,Ted Trevino
6066,6067,CA-2016-151547,1900-01-15T16:54:00Z,1900-01-21T16:54:00Z,Standard Class,AH-10465,Amy Hunt
6067,6068,CA-2018-166695,1900-01-18T16:54:00Z,1900-01-22T16:54:00Z,Standard Class,CC-12430,Chuck Clark
6068,6069,CA-2018-166695,1900-01-18T16:54:00Z,1900-01-22T16:54:00Z,Standard Class,CC-12430,Chuck Clark
6069,6070,CA-2018-166695,1900-01-18T16:54:00Z,1900-01-22T16:54:00Z,Standard Class,CC-12430,Chuck Clark
6070,6071,CA-2018-167542,1900-01-11T16:54:00Z,1900-01-18T16:54:00Z,Standard Class,KD-16495,Keith Dawkins
6071,6072,CA-2016-120901,1900-01-29T16:54:00Z,2017-03-31T10:00:00Z,Standard Class,BG-11035,Barry Gonzalez
6072,6073,CA-2016-120901,1900-01-29T16:54:00Z,2017-03-31T10:00:00Z,Standard Class,BG-11035,Barry Gonzalez
6073,6074,CA-2016-120901,1900-01-29T16:54:00Z,2017-03-31T10:00:00Z,Standard Class,BG-11035,Barry Gonzalez
6074,6075,CA-2018-121398,1900-01-23T16:54:00Z,1900-01-27T16:54:00Z,Standard Class,FH-14365,Fred Hopkins
6075,6076,CA-2018-121398,1900-01-23T16:54:00Z,1900-01-27T16:54:00Z,Standard Class,FH-14365,Fred Hopkins
6076,6077,CA-2017-151561,2017-01-08T10:00:00Z,2017-07-08T10:00:00Z,Standard Class,PG-18820,Patrick Gardner
6077,6078,CA-2017-151561,2017-01-08T10:00:00Z,2017-07-08T10:00:00Z,Standard Class,PG-18820,Patrick Gardner
6078,6079,CA-2017-151561,2017-01-08T10:00:00Z,2017-07-08T10:00:00Z,Standard Class,PG-18820,Patrick Gardner
6079,6080,CA-2017-151561,2017-01-08T10:00:00Z,2017-07-08T10:00:00Z,Standard Class,PG-18820,Patrick Gardner
6080,6081,CA-2018-154676,2018-05-07T10:00:00Z,2018-08-07T10:00:00Z,First Class,NZ-18565,Nick Zandusky
6081,6082,US-2015-165589,1900-01-16T16:54:00Z,1900-01-16T16:54:00Z,Same Day,TB-21595,Troy Blackwell
6082,6083,US-2017-132577,1900-01-20T16:54:00Z,1900-01-25T16:54:00Z,Standard Class,JE-15475,Jeremy Ellison
6083,6084,US-2017-132577,1900-01-20T16:54:00Z,1900-01-25T16:54:00Z,Standard Class,JE-15475,Jeremy Ellison
6084,6085,US-2017-132577,1900-01-20T16:54:00Z,1900-01-25T16:54:00Z,Standard Class,JE-15475,Jeremy Ellison
6085,6086,US-2017-132577,1900-01-20T16:54:00Z,1900-01-25T16:54:00Z,Standard Class,JE-15475,Jeremy Ellison
6086,6087,US-2017-132577,1900-01-20T16:54:00Z,1900-01-25T16:54:00Z,Standard Class,JE-15475,Jeremy Ellison
6087,6088,CA-2016-114048,1900-01-12T16:54:00Z,1900-01-16T16:54:00Z,Standard Class,EH-13945,Eric Hoffmann
6088,6089,CA-2016-137281,1900-01-11T16:54:00Z,1900-01-15T16:54:00Z,Standard Class,BF-10975,Barbara Fisher
6089,6090,US-2018-162068,1900-01-26T16:54:00Z,1900-01-29T16:54:00Z,Second Class,PC-18745,Pamela Coakley
6090,6091,CA-2018-100111,1900-01-18T16:54:00Z,1900-01-24T16:54:00Z,Standard Class,SV-20365,Seth Vernon
6091,6092,CA-2018-100111,1900-01-18T16:54:00Z,1900-01-24T16:54:00Z,Standard Class,SV-20365,Seth Vernon
6092,6093,CA-2018-100111,1900-01-18T16:54:00Z,1900-01-24T16:54:00Z,Standard Class,SV-20365,Seth Vernon
6093,6094,CA-2018-100111,1900-01-18T16:54:00Z,1900-01-24T16:54:00Z,Standard Class,SV-20365,Seth Vernon
6094,6095,CA-2018-100111,1900-01-18T16:54:00Z,1900-01-24T16:54:00Z,Standard Class,SV-20365,Seth Vernon
6095,6096,CA-2018-100111,1900-01-18T16:54:00Z,1900-01-24T16:54:00Z,Standard Class,SV-20365,Seth Vernon
6096,6097,CA-2018-100111,1900-01-18T16:54:00Z,1900-01-24T16:54:00Z,Standard Class,SV-20365,Seth Vernon
6097,6098,CA-2018-100111,1900-01-18T16:54:00Z,1900-01-24T16:54:00Z,Standard Class,SV-20365,Seth Vernon
6098,6099,CA-2018-100111,1900-01-18T16:54:00Z,1900-01-24T16:54:00Z,Standard Class,SV-20365,Seth Vernon
6099,6100,CA-2018-100111,1900-01-18T16:54:00Z,1900-01-24T16:54:00Z,Standard Class,SV-20365,Seth Vernon
6100,6101,CA-2018-100111,1900-01-18T16:54:00Z,1900-01-24T16:54:00Z,Standard Class,SV-20365,Seth Vernon
6101,6102,CA-2018-100111,1900-01-18T16:54:00Z,1900-01-24T16:54:00Z,Standard Class,SV-20365,Seth Vernon
6102,6103,CA-2018-100111,1900-01-18T16:54:00Z,1900-01-24T16:54:00Z,Standard Class,SV-20365,Seth Vernon
6103,6104,CA-2018-100111,1900-01-18T16:54:00Z,1900-01-24T16:54:00Z,Standard Class,SV-20365,Seth Vernon
6104,6105,US-2018-132381,1900-01-20T16:54:00Z,1900-01-22T16:54:00Z,First Class,Dp-13240,Dean percer
6105,6106,CA-2016-147011,1900-01-16T16:54:00Z,1900-01-20T16:54:00Z,Standard Class,HR-14830,Harold Ryan
6106,6107,CA-2015-120852,1900-01-18T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,WB-21850,William Brown
6107,6108,CA-2015-120852,1900-01-18T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,WB-21850,William Brown
6108,6109,CA-2017-150007,2017-11-08T10:00:00Z,1900-01-14T16:54:00Z,Standard Class,AS-10090,Adam Shillingsburg
6109,6110,CA-2017-150007,2017-11-08T10:00:00Z,1900-01-14T16:54:00Z,Standard Class,AS-10090,Adam Shillingsburg
6110,6111,CA-2017-124590,2017-12-10T10:00:00Z,1900-01-14T16:54:00Z,Standard Class,SP-20920,Susan Pistek
6111,6112,CA-2017-124590,2017-12-10T10:00:00Z,1900-01-14T16:54:00Z,Standard Class,SP-20920,Susan Pistek
6112,6113,CA-2017-124590,2017-12-10T10:00:00Z,1900-01-14T16:54:00Z,Standard Class,SP-20920,Susan Pistek
6113,6114,CA-2017-124590,2017-12-10T10:00:00Z,1900-01-14T16:54:00Z,Standard Class,SP-20920,Susan Pistek
6114,6115,CA-2017-124590,2017-12-10T10:00:00Z,1900-01-14T16:54:00Z,Standard Class,SP-20920,Susan Pistek
6115,6116,CA-2017-133802,1900-01-12T16:54:00Z,1900-01-18T16:54:00Z,Standard Class,SP-20650,Stephanie Phelps
6116,6117,US-2017-113677,1900-01-11T16:54:00Z,1900-01-17T16:54:00Z,Standard Class,CM-12655,Corinna Mitchell
6117,6118,US-2017-113677,1900-01-11T16:54:00Z,1900-01-17T16:54:00Z,Standard Class,CM-12655,Corinna Mitchell
